sim_time,clock,KW_7,KW_9,KW_24,KVAR_7,KVAR_9,KVAR_24,Vpu_7,Vpu_9,Vpu_24
14508000.0,2019-07-29 16:01:53.468000,0.000488057997789,0.000488057997789,0.000488057997789,0.0,0.0,0.0,0.994533746257,0.983124786415,1.02095236156
14508000.0,2019-07-29 16:01:53.518000,0.000488057997789,0.000488057997789,0.000488057997789,0.0,0.0,0.0,0.994533746257,0.983124786415,1.02095236156
14508000.0,2019-07-29 16:01:53.567000,0.000488057997789,0.000488057997789,0.000488057997789,0.0,0.0,0.0,0.994533746257,0.983124786415,1.02095236156
14508000.0,2019-07-29 16:01:53.616000,0.000488057997789,0.000488057997789,0.000488057997789,0.0,0.0,0.0,0.994533746257,0.983124786415,1.02095236156
14508000.0,2019-07-29 16:01:53.665000,0.000488057997789,0.000488057997789,0.000488057997789,0.0,0.0,0.0,0.994533746257,0.983124786415,1.02095236156
14508000.0,2019-07-29 16:01:53.745000,0.000488057997789,0.000488057997789,0.000488057997789,3.53305746311e-05,3.53305746311e-05,3.53305746311e-05,0.99453374737,0.983124787876,1.02095236214
14508000.0,2019-07-29 16:01:53.794000,0.000488057997789,0.000488057997789,0.000488057997789,5.94395277833e-05,5.94395277833e-05,5.94395277833e-05,0.994533748129,0.983124788873,1.02095236254
14508000.0,2019-07-29 16:01:53.843000,0.000488057997789,0.000488057997789,0.000488057997789,0.0,0.0,0.0,0.994533746257,0.983124786415,1.02095236156
14508000.0,2019-07-29 16:01:53.894000,0.000488057997789,0.000488057997789,0.000488057997789,2.97197638917e-05,2.97197638917e-05,2.97197638917e-05,0.994533747193,0.983124787644,1.02095236205
14508000.0,2019-07-29 16:01:53.944000,0.000488057997789,0.000488057997789,0.000488057997789,2.97197638917e-05,2.97197638917e-05,2.97197638917e-05,0.994533747193,0.983124787644,1.02095236205
14508000.0,2019-07-29 16:01:53.994000,0.000488057997789,0.000488057997789,0.000488057997789,2.97197643345e-05,2.97197638917e-05,2.97197638917e-05,0.994533747193,0.983124787644,1.02095236205
14508000.0,2019-07-29 16:01:54.044000,0.000488057997789,0.000488057997789,0.000488057997789,2.97197638917e-05,2.97197638917e-05,2.97197638917e-05,0.994533747193,0.983124787644,1.02095236205
14508000.0,2019-07-29 16:01:54.092000,0.000488057997789,0.000488057997789,0.000488057997789,2.97197638917e-05,2.97197638917e-05,2.97197638917e-05,0.994533747193,0.983124787644,1.02095236205
14508000.0,2019-07-29 16:01:54.141000,0.000488057997789,0.000488057997789,0.000488057997789,2.97197638917e-05,2.97197643345e-05,2.97197638917e-05,0.994533747193,0.983124787644,1.02095236205
14508000.0,2019-07-29 16:01:54.190000,0.000488057997789,0.000488057997789,0.000488057997789,2.97197638917e-05,2.97197638917e-05,2.97197638917e-05,0.994533747193,0.983124787644,1.02095236205
14508000.0,2019-07-29 16:01:54.242000,0.000488057997789,0.000488057997789,0.000488057997789,2.97197638917e-05,2.97197638917e-05,2.97197638917e-05,0.994533747193,0.983124787644,1.02095236205
14508000.0,2019-07-29 16:01:54.291000,0.000488057997789,0.000488057997789,0.000488057997789,2.97197638917e-05,2.97197638917e-05,2.97197643345e-05,0.994533747193,0.983124787644,1.02095236205
14508000.0,2019-07-29 16:01:54.340000,0.000488057997789,0.000488057997789,0.000488057997789,2.97197638917e-05,2.97197638917e-05,2.97197638917e-05,0.994533747193,0.983124787644,1.02095236205
14508000.0,2019-07-29 16:01:54.390000,0.000488057997789,0.000488057997789,0.000488057997789,2.97197635093e-05,2.97197635093e-05,2.97197635093e-05,0.994533747193,0.983124787644,1.02095236205
14508000.0077,2019-07-29 16:01:54.442000,0.000488057997337,0.000488057997337,0.000488057997337,0.297227354856,0.297227354856,0.297227354856,0.994543107799,0.983137076264,1.02095730245
14508000.0077,2019-07-29 16:01:54.495000,0.000488057997337,0.000488057997337,0.000488057997337,0.297189123153,0.297189123153,0.297189123153,0.994543106595,0.983137074683,1.02095730181
14508000.0077,2019-07-29 16:01:54.545000,0.000488057997337,0.000488057997337,0.000488057997337,0.297189123223,0.297189123223,0.297189123223,0.994543106595,0.983137074683,1.02095730181
14508000.0849,2019-07-29 16:01:54.600000,0.00048805799281,0.00048805799281,0.00048805799281,3.26878315782,3.26878315782,3.26878315782,0.994636678609,0.983259917903,1.02100669121
14508000.0849,2019-07-29 16:01:54.649000,0.00048805799281,0.00048805799281,0.00048805799281,3.26623653545,3.26623653545,3.26623653545,0.994636598436,0.983259812648,1.02100664889
14508000.2698,2019-07-29 16:01:54.698000,0.000488057981969,0.000488057981969,0.000488057981969,10.3668922272,10.3668922272,10.3668922272,0.994860027997,0.983553148024,1.02112460478
14508000.2698,2019-07-29 16:01:54.747000,0.000488057981969,0.000488057981969,0.000488057981969,10.3620541903,10.3620541903,10.3620541903,0.994859875841,0.983552948255,1.02112452444
14508001.0754,2019-07-29 16:01:54.796000,0.00048805793473,0.00048805793473,0.00048805793473,41.0554016304,41.0554016304,41.0554016304,0.99582305945,0.984817692881,1.02163342093
14508001.0754,2019-07-29 16:01:54.845000,0.00048805793473,0.00048805793473,0.00048805793473,41.0270636477,41.0270636477,41.0270636477,0.995822172132,0.984816527602,1.02163295182
14508003.9137,2019-07-29 16:01:54.895000,0.000488057768339,0.000488057768339,0.000488057768339,145.89260388,145.89260388,145.89260388,0.999081318054,0.989098564217,1.02335972899
14508003.9137,2019-07-29 16:01:54.946000,0.000488057768339,0.000488057768339,0.000488057768339,145.875832315,145.875832315,145.875832315,0.999080800672,0.989097884143,1.02335945428
