sim_time,clock,KW_7,KVAR_7,Vpu_7,Vpu_12
14554800.0,2019-03-21 18:06:04.769000,0.0,0.0,0.9945337245296682,0.9751283601661919
14554800.0,2019-03-21 18:06:04.823000,0.0,0.0,0.9945337245296682,0.9751283601661919
14554800.0,2019-03-21 18:06:04.960000,1885.79532293,924.0,1.0433703970305936,1.0249116287101196
14554800.0,2019-03-21 18:06:05.017000,1885.79532293,924.0,1.0433703970305936,1.0249116287101196
14554800.0,2019-03-21 18:06:05.073000,1885.79532293,924.0,1.0433703970305936,1.0249116287101196
14554800.0,2019-03-21 18:06:05.127000,1885.79532293,924.0,1.0433703970305936,1.0249116287101196
14554800.0,2019-03-21 18:06:05.216000,1885.79532293,924.0,1.0433703970305936,1.0249116287101196
14554800.0,2019-03-21 18:06:05.281000,1885.79532293,924.0,1.0433703970305848,1.024911628710105
14554800.0,2019-03-21 18:06:05.336000,1885.79532293,924.0,1.0433703970305848,1.024911628710105
14554800.0,2019-03-21 18:06:05.391000,1885.79532293,924.0,1.0433703970305848,1.024911628710105
14554800.0,2019-03-21 18:06:05.446000,1885.79532293,924.0,1.0433703970305848,1.024911628710105
14554800.0,2019-03-21 18:06:05.504000,1885.79532293,924.0,1.0433703970305848,1.024911628710105
14554800.0,2019-03-21 18:06:05.560000,1885.79532293,924.0,1.0433703970305848,1.024911628710105
14554800.0006,2019-03-21 18:06:05.615000,1885.79532293,924.0,1.0433703970305848,1.024911628710105
14554800.0006,2019-03-21 18:06:05.668000,1885.79532293,924.0,1.0433703970305848,1.024911628710105
14554800.0006,2019-03-21 18:06:05.726000,1885.79532293,924.0,1.0433703970305848,1.024911628710105
14554800.0062,2019-03-21 18:06:05.785000,1885.79532293,924.0,1.0433703970305848,1.024911628710105
14554800.0062,2019-03-21 18:06:05.838000,1885.79532293,924.0,1.0433703970305848,1.024911628710105
14554800.0024,2019-03-21 18:06:05.890000,1885.79532293,924.0,1.0433703970305848,1.024911628710105
14554800.0024,2019-03-21 18:06:05.948000,1885.79532293,924.0,1.0433703970305848,1.024911628710105
14554800.0024,2019-03-21 18:06:06.005000,1885.79532293,924.0,1.0433703970305848,1.024911628710105
14554800.0042,2019-03-21 18:06:06.059000,1885.79532293,924.0,1.0433703970305848,1.024911628710105
14554800.0042,2019-03-21 18:06:06.113000,1885.79532293,924.0,1.0433703970305848,1.024911628710105
14554800.006,2019-03-21 18:06:06.171000,1885.79532293,924.0,1.0433703970305848,1.024911628710105
14554800.006,2019-03-21 18:06:06.226000,1885.79532293,924.0,1.0433703970305848,1.024911628710105
14554800.009,2019-03-21 18:06:06.282000,1885.79532293,924.0,1.0433703970305848,1.024911628710105
14554800.009,2019-03-21 18:06:06.335000,1885.79532293,924.0,1.0433703970305848,1.024911628710105
14554800.0142,2019-03-21 18:06:06.397000,1885.79532293,924.0,1.0433703970305848,1.024911628710105
14554800.0142,2019-03-21 18:06:06.451000,1885.79532293,924.0,1.0433703970305848,1.024911628710105
14554800.0256,2019-03-21 18:06:06.504000,1885.79532293,924.0,1.0433703970305848,1.024911628710105
14554800.0256,2019-03-21 18:06:06.558000,1885.79532293,924.0,1.0433703970305848,1.024911628710105
14554800.0427,2019-03-21 18:06:06.615000,1885.79532293,924.0,1.0433703970305848,1.024911628710105
14554800.0427,2019-03-21 18:06:06.672000,1885.79532293,924.0,1.0433703970305848,1.024911628710105
